visit_id,total_time_diff,client_id,variation
487701236_32462252417_445775,209.0,4017786,Test
487703015_45646399575_452920,12.0,7403377,Control
48771362_76343332528_347192,140.0,4285382,Control
48773013_27310918372_789913,527.0,1511216,Control
48773297_22259198314_228848,32.0,6226106,Control
48773558_45276818760_774232,566.0,5339414,Control
487744810_92601492174_440383,112.0,8362384,Test
487761337_13593751662_842804,136.0,539876,Test
487770681_43164472160_331446,885.0,4618075,Test
487780634_80488398411_515975,333.0,4852798,Control
487789547_64602491404_525777,1650.0,5902055,Test
487844386_1695042927_25288,94.0,1908974,Test
487856513_93979042456_624748,271.0,7910136,Test
487864203_73327115729_517818,408.0,7650211,Control
487887503_51531874700_605233,229.0,2913291,Test
487916061_15682810934_147286,46.0,954023,Control
487921129_48648088540_983412,332.0,7900566,Control
487959111_24121019352_145281,217.0,8781957,Control
487973410_96911131383_618584,368.0,3491383,Test
487979616_16592774980_300584,270.0,7291872,Control
487983494_31647784722_787453,6.0,1251798,Control
487984127_48621154068_228631,409.0,6809644,Control
488000180_80959056955_33351,6.0,5356066,Test
488015739_81515265468_542181,3.0,5601303,Control
488022988_74609768656_467654,1033.0,8897392,Test
488041064_31594272159_718769,4.0,8345634,Control
488066333_63455576156_859132,1099.0,5925187,Control
488067830_19243284934_417633,370.0,1871853,Test
488075063_21479935966_520032,22.0,3214949,Control
488077878_51802389956_199099,111.0,1848239,Test
488093330_85222918924_13332,130.0,7399918,Control
488126989_47348964088_859409,27.0,7582183,Test
488141510_1049359745_991903,49.0,6296447,Test
488148226_28663886020_952152,133.0,6125450,Control
488163645_14990942735_758290,317.0,9684889,Test
488232302_66691469177_724007,557.0,681269,Test
488239624_61437385625_217192,0.0,4122278,Control
488241897_69954862065_138484,401.0,7822809,Control
488307021_29620862949_123446,737.0,4959195,Test
488308150_73510904930_919300,50.0,7090843,Control
488323794_69313227844_337556,0.0,1282142,Control
488329851_28307641196_940680,541.0,5243201,Control
488330896_97955423203_221005,167.0,7675326,Control
488335714_56345398277_129381,585.0,591528,Test
488349596_77229987045_203151,326.0,1754410,Control
488359097_65873387641_947112,664.0,9729319,Test
488367120_18994584103_389496,1522.0,6602327,Control
488370006_65847917741_260754,246.0,8560277,Test
488375462_90877056058_883162,770.0,7845652,Control
48838047_47166565422_68320,324.0,7820539,Test
488399416_82744565335_634138,387.0,9109114,Control
488417439_18773396196_883729,34.0,2813653,Control
488419587_61775798200_989998,0.0,5059283,Test
488423728_2512274822_891982,0.0,8002672,Control
488434329_66993035842_197251,579.0,8895529,Test
488450831_17745654049_432498,47.0,1074757,Test
488457115_3172511242_710540,0.0,7048091,Control
488477895_1179900008_316459,14.0,2469983,Control
488491808_57486211178_449567,0.0,6826961,Test
488552273_4030411748_633672,102.0,2140639,Test
4885678_38111619406_416778,194.0,4435264,Control
488590961_57966708024_40201,535.0,1667324,Control
48860983_64796234428_628882,106.0,3491383,Test
488616284_91638789319_101450,241.0,4198518,Control
488623314_13182733766_694550,0.0,6689398,Test
48863363_23668009616_939289,71.0,9820512,Control
488634307_62561042002_266186,875.0,8511811,Control
488651893_89671359259_787964,1194.0,9669426,Control
488673088_98290774179_576801,60.0,7828108,Control
488685876_84374956685_720845,579.0,5124459,Control
488710305_57595903845_785203,221.0,6880632,Test
488717463_59709157846_657591,3594.0,6717348,Test
48873179_55133943512_966305,995.0,1688207,Test
48873775_6099052674_456282,329.0,9198825,Control
488739899_85927691309_458356,154.0,6279208,Test
48877578_85553650773_732450,218.0,6516140,Control
488786300_87888950517_986209,338.0,835034,Control
488800425_57487594056_168539,0.0,5765309,Control
488807572_68380260289_967150,210.0,1897836,Test
488807711_24137007596_684661,157.0,4552154,Control
488820066_18140240786_914762,350.0,8142514,Control
488822373_45481870518_510178,271.0,3017194,Test
488829534_53563693257_392341,4.0,7246035,Control
488840204_1141884514_668799,261.0,9242117,Test
488870684_42647320417_149114,219.0,1919716,Control
488894384_16950680290_516894,14.0,3029395,Control
488896598_94601931091_138998,269.0,5996514,Test
488931341_76877674487_265047,141.0,317438,Test
488932860_86342582518_514591,125.0,1702090,Control
48893374_72354732132_878636,544.0,8722938,Test
488943924_20773371079_583384,1716.0,3208099,Control
488955589_98373179787_760227,911.0,7389758,Control
48899034_14639360651_431587,201.0,4718854,Test
488990994_47571895730_532394,113.0,675111,Test
488993689_51656384891_402349,354.0,544420,Test
488994838_51249028063_590356,349.0,6735099,Control
489010805_36480959071_280290,0.0,9734894,Test
489067120_68200897114_298742,71.0,9554603,Control
489073817_62361689061_868982,173.0,1856884,Control
489084008_50915901118_427095,376.0,4928062,Control
489093263_46408026477_529740,369.0,8028750,Test
489099420_98546300833_566581,87.0,1208860,Control
489104084_1019865290_339763,23.0,866794,Test
48910493_75011729188_564140,113.0,8207810,Control
489121278_37177765572_579629,7.0,1613278,Control
489147186_98601841555_709406,241.0,7344378,Test
489169070_83888284905_104639,107.0,8986034,Control
489170157_31466177341_942293,21.0,9402618,Test
489175966_41900265039_617297,265.0,2684169,Test
489176807_83420065077_687610,430.0,3903245,Control
489190044_53692255302_424685,935.0,2477796,Test
489223790_92946049511_600295,114.0,3823739,Test
489228496_67673148085_707437,342.0,6279335,Test
489229462_62214898985_205504,43.0,4362442,Test
489229845_20699963299_839701,4.0,7907645,Control
489230543_10552226630_177636,186.0,4415445,Control
489234034_85401415694_122647,1252.0,8123250,Test
489249034_65483210285_605997,225.0,3494648,Test
489277700_77130660068_495572,0.0,1985555,Control
489278004_68305554076_840329,433.0,3676195,Test
489278497_61485278800_660576,2035.0,3183399,Test
489282535_86790984304_594971,13.0,3604010,Test
489304353_58927607455_153294,33.0,2517151,Control
489308573_95201753179_637175,13.0,7009824,Control
489309392_96550893345_705477,352.0,2025041,Test
489311001_12163934805_470607,151.0,5559740,Control
489321152_92890008585_741465,0.0,5241981,Test
489329216_53179829045_204767,322.0,6579971,Test
489329349_92015950993_800937,391.0,7571855,Control
489336745_37388838310_637868,27.0,9543621,Test
489352012_61191794311_961146,238.0,9767,Control
489360861_12575129257_633638,424.0,4123326,Test
489362357_26134672662_400078,14.0,6298044,Test
489369195_58650816418_648864,178.0,5388332,Control
48937457_29485304457_841792,0.0,3688866,Test
489378457_54030043630_285282,2445.0,8697228,Test
489416132_89578635435_50691,429.0,2337547,Test
489433449_35758345142_24976,280.0,5961296,Test
489441445_80993364553_235573,782.0,2693022,Test
489449223_49912744883_654984,305.0,1246796,Control
489471848_45337481977_125119,393.0,5344576,Control
489480479_93200581663_733827,298.0,6200126,Test
489546667_53668706105_316302,672.0,472433,Control
489571537_32553182553_562542,6.0,2179845,Control
489593866_7186851842_322580,234.0,535260,Test
489654725_97788724937_859939,1286.0,5101795,Control
489680395_61870756889_357644,371.0,3119037,Test
48970630_80647240087_373436,416.0,6111966,Control
489716401_57342787628_363608,11.0,3616073,Test
489767106_2636996263_996384,1564.0,8120968,Test
489794851_32833530011_581095,0.0,1610052,Control
489801380_48870420810_677827,88.0,7133511,Test
489832170_98584865916_258687,45.0,5257854,Test
489844030_82026741205_300627,30.0,1283432,Test
489847726_61096430876_289538,318.0,76776,Control
489874291_1577216319_99172,126.0,825852,Control
4898920_20543888753_424980,0.0,9674796,Test
48989266_32698534488_843713,285.0,9225978,Test
489896139_29722389380_162663,40.0,6351670,Test
489907886_10900968701_506691,93.0,9058951,Test
489913509_670001788_196709,27.0,5191224,Control
489916283_5178544801_878613,474.0,1768221,Control
4899247_66298647812_471362,541.0,1571787,Control
489929988_78725525489_291923,16.0,1051156,Control
489944446_30959291149_719629,66.0,5613244,Control
489948720_55251810828_475707,0.0,7657713,Control
489974318_44980052053_24104,0.0,9230591,Control
489991718_54552710511_130263,0.0,8008116,Test
489995908_45103897642_824849,13.0,6324966,Control
490021323_77040687005_694065,163.0,9983987,Test
49003195_29029921143_177856,238.0,1476178,Test
490058871_36726448406_797584,221.0,1597883,Test
49006539_93894365367_371390,159.0,8941411,Control
49007109_66665100666_460255,127.0,2337162,Control
490080427_74131702645_540117,0.0,2289446,Control
490099467_11712296184_586777,360.0,8863877,Control
490102575_84065226577_597444,81.0,4891184,Test
490121225_30383054142_784518,9.0,4231609,Control
490139622_74699485448_662316,439.0,275144,Test
490153516_37189818015_450303,170.0,7229632,Control
490181959_71427900058_572913,59.0,46790,Test
49018233_26647197345_103271,935.0,5592443,Test
490210181_79534838843_698116,415.0,9248229,Test
490243029_12897219145_17663,1548.0,1867505,Test
490246457_35352639531_626975,0.0,2377937,Control
490318294_76179694153_926548,15.0,1197325,Control
490321866_73591945190_897152,170.0,3804520,Test
490324121_68622610354_97742,0.0,2186741,Control
490335277_55030331858_660126,137.0,2151865,Test
490339739_61634176903_66971,128.0,3816420,Control
490341812_59512145020_373332,221.0,9018405,Control
490342595_8295669360_892924,639.0,4226423,Test
490360512_26990219139_335836,32.0,9008137,Control
49037243_90085637183_245190,166.0,8722251,Test
490391326_29543008219_835910,156.0,6957942,Test
490392352_61025087919_618029,72.0,8443640,Control
490407417_98737765955_197300,131.0,2566429,Test
490426269_44654294109_706212,0.0,8454368,Control
49044099_14591069172_72658,324.0,6051158,Test
490445832_1388163557_583765,0.0,1026120,Control
490446353_90654249386_769502,198.0,7107543,Test
490459925_92184759356_970608,778.0,5187803,Test
490475770_64600660386_957927,4.0,5238268,Control
490491648_21406675049_85955,546.0,9870533,Control
49049375_27304273323_902652,0.0,5056635,Test
49050467_43388835959_83292,282.0,1476956,Test
490506240_4801468373_812326,271.0,2529590,Control
490510125_66059903629_877603,264.0,8731665,Control
490516814_49144507234_754424,0.0,3940649,Control
490532494_21020156221_919575,96.0,1317607,Test
490533219_38662121189_388416,1157.0,8627334,Test
490543805_76325089719_913889,1030.0,2164174,Control
490551103_15711422460_536479,309.0,828638,Test
490562006_60828500419_813977,258.0,4757392,Test
490574430_3037156584_932057,694.0,2708787,Test
490574454_26677763881_430037,0.0,6103015,Control
490597991_9777252610_150274,18.0,1738333,Test
490607254_67631244385_783013,253.0,1581444,Test
490607761_97960840166_836695,191.0,8596009,Control
490627501_51676955730_42125,0.0,1534948,Control
490648037_42011854597_594796,18.0,8372003,Test
490662486_35869758491_737811,209.0,1280540,Test
490665262_47776841333_793071,93.0,4948163,Control
49067698_30284195962_953230,209.0,8289125,Control
490679207_51515044693_369836,98.0,159875,Test
490679774_19874865324_647646,12.0,4569606,Control
490680899_66022523174_514416,130.0,1310440,Test
490685372_56532710113_399952,0.0,5279217,Control
490691658_48349801324_98846,0.0,1752228,Control
490700614_80190130993_560969,2029.0,8780422,Test
490708741_2646491216_60939,0.0,8701900,Test
490738147_50199528951_17197,184.0,5832072,Test
490746364_66796080590_284716,106.0,3729033,Test
490747654_98092798850_340356,221.0,124118,Control
49076256_34013642367_734723,2013.0,7786674,Test
490770050_89837118428_252793,186.0,5544875,Test
490808950_18853343520_977050,0.0,614685,Test
490813051_34564495177_753948,95.0,1967574,Test
490815439_55960506328_62447,216.0,9840956,Test
490848592_24331436830_240991,233.0,9622642,Test
490870539_30539494447_691810,1652.0,534729,Control
49088225_19334127571_688712,101.0,3122134,Control
490888248_59777792222_864543,189.0,8166361,Control
490950209_4740278913_478932,124.0,5987659,Test
490954165_4717672971_137677,893.0,9858310,Test
490971855_96958827060_514908,711.0,1191060,Test
491031242_41615397811_497005,123.0,2395794,Test
491044504_21109447686_555247,189.0,2363857,Control
491046040_6599777322_325604,1048.0,8585300,Test
491051264_59342133303_374090,1474.0,3129702,Test
491063458_61991854736_180987,707.0,2521236,Test
491113459_91667443420_750327,262.0,2142490,Control
491120992_12023163954_430020,596.0,1832318,Control
491134746_53768004789_332605,590.0,5944581,Control
491136611_72249376327_341266,220.0,6847357,Test
491163110_87580066059_432039,0.0,9219098,Control
491195759_83278220264_549543,1514.0,1244995,Test
491228305_2737629241_975084,153.0,2186318,Test
491229801_27659908511_442209,289.0,1192577,Test
491261803_6671706733_377967,221.0,7873852,Test
491273397_67835822513_898418,196.0,1844638,Test
491274132_76070081397_303595,219.0,7732508,Test
49127585_4988876587_73658,0.0,890755,Control
491296848_87593940_419611,0.0,3950663,Control
491307616_33394590341_738,98.0,4251060,Test
491322182_26259852762_492341,343.0,4743715,Control
491323911_6406630220_922081,343.0,6960194,Test
491368537_92890132782_654328,9.0,8549073,Test
491377816_15275346243_690523,19.0,5666881,Test
491390689_15589719427_858042,176.0,2842705,Control
49139245_48298891415_380849,123.0,1246293,Control
49140983_72557837633_598874,545.0,5830544,Control
491426673_60606033434_103681,62.0,1218887,Test
491443038_28695247354_924803,109.0,9559068,Test
491481470_86422283834_424181,209.0,9268104,Test
491487108_50060650369_347175,1099.0,2297514,Control
491492811_6166631893_218392,453.0,331379,Control
491501467_37732715895_665301,500.0,4245199,Test
491521132_67645331042_597404,295.0,8398431,Control
491548410_34273379909_586656,202.0,77933,Test
491553406_28475317423_896951,1546.0,3048587,Test
491564425_87434869682_745564,41.0,8488607,Control
491566182_26054493207_33825,36.0,5701805,Control
491598422_12683405164_808956,235.0,653009,Test
491610453_5749917519_874002,110.0,2506346,Control
491611885_92217754692_459380,5.0,1859491,Test
491615167_38896638751_584444,357.0,9195642,Test
491617149_48536132122_820592,233.0,9560411,Control
491617791_71959955392_591243,860.0,9616240,Test
491628677_75344767778_638768,205.0,8953993,Test
491631469_57004862198_323796,0.0,7932118,Test
491672900_58910639544_686440,128.0,8619261,Control
491677469_21150034574_452666,498.0,9563624,Test
491689285_23006157256_568398,520.0,3826872,Test
491698681_35796474998_513802,32.0,3227110,Control
491704326_37001370514_339284,1164.0,9192446,Control
491714601_565757395_454909,124.0,9691057,Test
491717434_58654395955_394890,131.0,8137215,Test
491725072_65138928488_483294,250.0,664340,Test
491739242_96542007968_853042,149.0,975743,Test
491739499_34317430436_958041,0.0,8628878,Test
491741710_75574040983_735573,371.0,7762554,Control
491775832_78317393300_568582,235.0,5044560,Test
491808442_88986688217_393073,266.0,3557067,Test
491825978_85463463075_277138,756.0,9772979,Test
49182703_42171887129_458966,79.0,4120299,Test
491839210_80802239091_371032,15.0,9605388,Control
491851485_80670932617_508627,315.0,9295484,Control
491875125_81372021483_171078,88.0,535273,Control
491875711_251642904_235494,359.0,2197515,Test
491888523_18407460609_683348,1357.0,2551318,Control
491919115_97710808314_215489,244.0,805889,Test
491930413_8319657164_158369,186.0,5140462,Control
491932657_60241248715_779542,698.0,1094746,Test
491932698_28654498796_559387,8.0,4475862,Test
491933551_83844615795_740973,164.0,6042707,Test
491945768_76096543076_330395,128.0,7038187,Control
491947258_59593182738_415494,13.0,5992018,Control
4919671_98597459804_669167,72.0,406265,Test
